Corner1,Corner2,Corner3,Corner4,Corner5,Corner6,Corner7,Corner8,Corner9,Corner10,Corner11,Corner12,Corner13,Corner14
628.4,360,460.1,352.2,581.3,355.2,435,526.1,449.5,353.1,328.1,577.1,570.9,775.8
553.8,459.1,651.3,499.7,501.3,494,536.9,388.1,588.6,445.2,649.2,709.9,794.7,760.5
597.1,478.4,507.8,343.3,540,382.9,234.1,521.6,521.6,500.6,450.5,764,717,681.4
278.9,530.6,591.3,434.2,337.6,550.7,647.6,361.4,634.5,659.6,664.5,416.7,418.3,470.9
626.3,285.2,492.3,403.8,536.4,682.3,416,621.4,760.3,321.6,409,536.2,620.8,484.6
504.5,603.2,429.1,476.5,415.1,368.8,427.6,233.7,763.4,308.6,731.7,323.5,491.1,431.9
267.5,599.2,424,305.9,250.1,534.7,351.8,541.5,740.1,340.9,716.9,523.7,688.9,514
414.9,394.4,233.8,505.9,500,676,317.1,538.2,302.2,436.9,414.1,503.9,403.8,802.1
505.2,426.3,570.1,437.7,424.6,447.8,522.8,559,582.4,647,498.5,518.4,422,624.4
663.8,439.6,550.3,232.2,424,416.1,311,642,713,763.9,322.7,512.8,608.6,635.2
631.5,319.5,637.8,509.7,401.3,328,231.8,712.2,670.2,371,698,385.6,355,374.8
232.4,495.7,466.6,465.9,595.8,305.8,493,372,454,290,339.7,599.2,602.7,607.8
395.4,653.2,477.1,394.6,430.9,299.2,490.5,311.9,765.3,340.1,592.1,526.5,487.3,413.6
552.1,613.5,601.4,482.6,651.3,232,511.7,527.6,439.5,383.5,425.2,452.4,752.3,444.3
402,459.6,620.2,238.6,384.8,660.3,510.5,678.7,598.1,650.8,656.5,701.1,761.8,420.9
388.8,295.5,658.1,319,310.2,471.6,614.7,576.5,651.3,534.1,745.5,629.8,422.9,601.4
328.3,402.4,376.7,369.6,516.4,479.4,646.1,653.4,677.7,352.8,314.1,592.2,562.2,376.4
457.3,552,574.8,319.2,512.3,339.8,490.5,260.1,608.8,278.4,487.8,314.9,813.7,757.2
642.8,493.4,427.5,555.7,340.2,643.9,560.3,431.5,324.7,567.6,666,627.8,434.6,642
502.9,532.2,417,545.5,656.2,481.4,554.5,448.6,441.7,657,423.4,728.8,586.1,384.5
474.9,517.7,469.9,465.1,281.9,538,269.4,485.1,732,517.5,432.9,554.2,326,427.4
336.1,381.1,430.2,246.9,468.6,503.8,638.8,288.2,290.3,739.3,437.3,693.5,575.8,385.7
263.3,456.7,565.1,608.1,491.1,324.1,237.5,714.1,724.2,626.6,347.7,451.1,577.5,651.2
322.8,254.8,613,501.2,480.6,317.5,618.6,564.8,300.3,622.9,416.4,686.6,378.7,600
267.4,565.6,403.9,468.4,236.5,389.5,606,331.8,656.3,419.8,659.1,506.3,578.7,585
508.1,487.4,622.5,255.4,402.4,345.5,264.6,311.6,304.2,502.4,669.7,479.7,347.7,370.6
308.6,419.6,269,300.3,473.8,682.6,489.6,271,315.3,679.3,750.7,410.1,753.7,444
345.5,684.1,606.6,394.3,538.6,538.5,638.6,649.6,481.7,557.2,749.8,331.8,774.9,750.3
666.7,310.4,531.5,517.7,258.6,261.1,610,281,531,697,793.7,645.8,729.9,433.3
401.3,482.5,258.7,403.3,602.4,666.6,391.5,587.8,743.3,299.6,432.2,362.6,489.6,717
351.5,545.4,338.6,347.2,319.5,691.9,632.8,457.8,359.5,745.2,773.2,556.1,350.5,466.8
388.8,402.9,311,239,565.6,537.1,480.9,253.2,538.1,589.4,425.3,643,351,569.1
477.7,292.8,351.9,387.4,493,571.8,363.4,570.1,383.3,468.1,692.1,653.9,476.9,804.8
580.5,368.1,474.9,334.3,352.4,326.2,238.2,598.7,670.2,616.7,445.1,603.7,330.4,557.9
419.5,533.6,249.7,243.9,414.9,598.2,468.2,590.6,678.2,280.5,765.3,445,734.4,761.4
234.9,657.9,427.5,368.3,560.4,334.8,579.4,563.9,381,297.6,320.4,773.7,411,465.7
592.7,640.3,319.9,597.8,276,251.3,524.4,470.1,371.1,503.7,717.3,774.1,461.3,588.7
290.5,631.1,637.9,424.3,411.5,379.8,558.7,337.6,564.2,428.7,386.4,725,662.8,378.4
517.8,511.8,327,328.6,284.1,528,459.9,613.7,421,629,720,667.5,355,301
430,491.9,533.8,655.1,244.2,473,671.7,280.9,750,734.8,630.5,624.1,386.9,354.7
526.3,471.9,387.6,580.4,446.6,347,303,430.2,751.5,375.3,602.5,460.7,560.4,364.7
647.7,524.7,505,477.4,470.1,342.8,655.3,510.7,394.1,703,647.8,770,330.1,336.1
487.6,647.2,449,422.2,452.4,489.7,373.6,353.7,599,357.5,468.5,516,350.3,516.7
660.6,252.9,637.8,427.2,385,285.9,640.3,642.5,311.4,644,373.7,620.2,515.5,540
580.1,641.9,622.6,593.4,478.7,644.2,509.5,644.9,373.6,718,574.2,702,638.9,640.6
579.4,638.5,452.7,645.9,310.5,556.5,526.2,256.4,626.1,378.9,421.9,744.9,348,301.9
328.2,438,593.4,618.1,264.7,424.7,429.8,346.4,333.9,279.2,773.3,473.1,722.9,627
304.1,374.4,451.4,537.1,444.8,488.2,388,644.5,327,536.8,330,599.8,473.8,728.8
233.3,574.9,327.1,391.3,406.6,285,508.5,582.2,569,653,514.2,413.8,534.7,357.6
655.1,277.7,302.4,383.9,367.1,651.9,616,567.7,498.4,514.6,419.1,667.3,301.2,598.2
562.4,505.1,557.4,355.5,585.5,451.6,523.9,635.2,302.9,421.7,432.4,607.4,338.2,807.4
330.5,517,631.8,398.7,434.9,291.7,232.6,317.7,691.2,496.8,536.2,541.1,825,732.3
345.7,511.2,634.7,297.8,453.4,346.5,594,387.6,649,389.5,342.9,678,598.4,792.5
363.3,562.9,437,651,467.8,391.3,583.5,581,439.9,409.4,572.5,711.8,609.6,400.2
578.7,521.3,504.5,627.1,519.1,407.3,617,485.7,562.3,321,535.7,522.5,716.2,459.5
644.6,345.1,274.8,544.7,579,609.6,656.6,473,485.5,401.3,588,670.7,405.1,464.2
230.5,472.5,448.4,247.9,582.7,677.1,415.5,411.8,367.1,361.9,786.2,740.3,731.4,808
579.2,468.3,324.1,352.3,314.7,563.6,500.5,522.7,636.8,758.6,633.3,310.6,767.2,524.3
536.9,441.9,558.7,400.2,355.5,548.7,519.8,273.5,603.5,317.5,648.3,497.9,498.8,390.1
274,686.8,312.8,394.2,486.1,474.4,298,240.1,355.9,315.6,764.7,435.8,560.8,512.8
598.2,499.4,248.7,302.5,636,258.5,588.1,375.6,760.4,596.7,438.1,768.2,340,464.4
396.5,384,651.1,424.9,462.3,476.7,333.8,500,636.5,661.1,560.8,603.2,460.4,723.5
653.5,249.3,557.6,582.3,337.2,433.2,287.3,698.1,327.1,583.2,432,361.1,800.8,800
288.5,231.7,640.9,622.7,238.6,628.5,679.3,385.1,592.8,677.5,358.1,311.1,400.2,475.4
552.4,494.3,649.5,377.6,429.1,593.4,535.8,287.5,440.9,555.7,780.9,420.3,599.7,755.4
522.8,273.3,529.4,291.7,532,680.7,311.5,625.8,378.4,304.7,337.2,372.9,683.8,544.6
373.9,374.2,305.3,511.7,441.8,328.8,679.3,580.3,760.4,277.8,728.3,305.6,516.2,565.9
572.3,355.4,302.7,660.3,305.8,733.8,360,679.6,403.2,398.3,316.7,556.4,709.2,507.6
335.9,431.6,540.5,416.7,283.7,513.6,542.5,394.8,466.2,371.3,513.8,635.2,333.4,358.5
425.1,502.4,630.4,516.9,624.7,505,304.4,399.9,564.8,701.7,353.6,526.5,305.4,301.6
489.5,504.1,301.9,389.9,565.3,527.9,389.1,337.6,274.8,704.9,551.6,305.1,509.3,629.9
618.5,416,586.8,585.7,492.8,653.2,563.1,706.7,506.2,650.9,569.4,475.3,362.6,540.7
445.6,614.6,300.8,607,383.7,275.7,686.5,426.3,596.5,502.1,628.9,762.2,451.8,727.1
543.3,653.2,285.5,440.6,349.3,234.4,692.2,387.8,543.9,523.3,704.5,707.9,559.4,499.3
410.2,563.7,294.5,592,556.8,263.7,624.1,508,277,302.8,617.1,311.4,584.9,359.3
615.6,511.4,462.2,583.5,279.6,661.1,407.5,423.6,443.5,715.2,522.3,472.1,730.8,612.1
345.9,443.2,470,576.7,284.4,512.7,413.5,450.2,401.3,524.2,340.8,536,460.4,346.6
260.8,644.9,417.1,341.2,420.7,711.4,523.8,625.2,690,477.6,617,336.7,622.9,616.5
390.9,501.3,269.6,315.9,257.4,607.9,312.5,710.2,286.1,736.5,766.1,452.9,460.9,619.3
593,411.6,596.1,555.2,512.1,417.6,325.7,426.8,711.3,389.7,672.3,747.2,607.2,806.1
635.4,286.9,375.8,293.3,570.7,241.1,518.3,240.6,292.6,511.3,521.3,358.3,558,668.8
364.5,472.1,534.3,365,483.1,491.6,604.6,486.8,596,568.4,525.6,724.8,518.5,322.6
276.1,609.5,549.9,678.7,301.9,363.8,660.1,667.1,298.2,492.3,339,670.5,363.9,311.6
429.4,307.9,557.3,436.5,552.8,673.3,633.5,338.6,441.3,501.1,781.2,499.3,356.2,335.2
433,681,487.4,277.2,680.8,495,552.5,702.5,671.6,431.3,766.2,330.4,678.7,389.4
319,661.2,529.7,521.9,572.8,380.5,530.2,626.6,335.8,558.7,422,739.2,463.1,409.4
359.9,372.9,408.5,579.4,603.3,416,350.6,332.7,754.1,724.6,773.2,499.5,583.7,738.5
547.5,244,484,580.5,351.2,733.7,449.3,399.8,393.2,465.9,755.2,380.6,401.7,609.2
618.9,458.7,303.1,572.2,638,477.7,387.8,512.5,679.9,691.5,481.6,312.4,781.2,328.2
380.5,612.2,468.3,352.8,543,389.5,602.1,645.5,448.6,713,576.9,460.3,577.8,532.5
286.1,231.9,241,555.2,555.6,481.4,480,712.4,412,587.3,716.6,503.9,320.9,527.6
667,247.8,545.3,338.1,411.5,244.7,424.8,688.2,569.5,507,395.4,439.8,564.1,728.7
487,559.5,305.9,298.4,357.9,378.6,363.3,665,274.2,484.7,320.5,488.9,732.1,688.5
431.5,327,531.1,313.1,247,512.3,353.5,313.5,652,391.8,479.5,691.2,780.5,628.3
558.2,538.4,387.5,607.7,351.9,614.4,286.1,305.7,520.7,388.3,609.9,722.5,646.4,794.4
617.5,335.7,462,609.1,569.7,583.4,687.4,712.6,664.4,458.7,645.8,722.3,408.2,556.6
507,593.9,336.6,400.3,658.9,483.4,262.4,546.1,767.1,304,423.9,364.7,644.5,801.7
355.4,260.2,321.4,586.6,449.7,355.4,349.1,446.1,509.8,318.8,435.5,644.5,774.5,338.9
505,602.5,305.3,242.5,259.8,533.1,636.1,332.1,316.4,381.5,378,480.3,698.3,776.4
350.3,284.7,422.3,349.2,257.2,653.5,682.1,290.7,485.2,647.9,484.1,556.2,596.2,631.2
233.9,600.7,469.1,417.6,563.3,630.8,540.4,431.2,293.3,534.4,434.6,706.8,598.4,353
273.2,481,634.6,658.5,244.1,682.3,391.4,615.7,641.3,588.5,402.8,591.8,593.9,609
451.4,682.3,445.7,582.4,288.3,646.7,651.4,647.7,620.9,389.2,792.3,391.1,374.4,504.1
309.4,476.7,567.2,439.5,658.3,289.4,328,304.8,700.8,401.5,438.6,417.2,396.6,809.7
634.7,607,530.9,604.9,579.7,471.3,608.4,650.6,684.2,574.1,772.7,411.1,388.8,386.8
668.1,571.3,361.2,536.3,519.2,538.7,297.4,461.9,444.9,594.4,654.4,631.6,444,356.7
287.5,610.4,548.2,347.5,303.6,572.9,563.5,555.7,686,601.7,373.4,478.1,431.1,604.7
235.6,496.6,434.2,568.1,300.7,441.5,364.3,457.5,721.2,524,685.7,565.5,492.7,311.8
285.6,291.6,616.3,327.1,606.8,281.7,266.9,522.2,651.4,324.4,583.1,374.5,728.3,747.9
475.7,404.4,311.3,454.1,395,471.8,609.6,331.1,378.8,494.2,354.9,405.2,657.5,581.7
531.9,374.3,360.6,546,674.2,729.7,383.6,327.5,293.6,531.1,477.6,466.1,627.7,380.5
277.2,260.1,345.6,665.3,664.4,689.2,670.2,540.2,367.8,638.1,656.1,340.5,404.1,385.4
408.7,398.3,514.2,372,294.4,304.3,455.7,244,326.2,664.3,363.5,433.1,472.9,503
268.8,540.2,314.6,518.2,294.6,247.4,392.3,593.2,412.7,655,636.8,334.7,501.8,688.3
664.5,588.3,370.2,324.1,246.1,326.8,259.7,339.7,596.8,611.1,658.8,449.5,435.6,485.5
535.7,231.4,590.4,379.3,504.2,294.7,541.7,660.4,566.3,756.2,730.2,697.5,798.7,506
292.7,439.3,319.4,291.8,635.2,720.7,675.4,424.6,672.6,564.4,605.6,376.8,720.3,323.4
232.8,367.8,470.9,350.9,511.7,518.9,234.2,235.6,413.7,388.1,502.1,317.9,815.9,327
273.5,608.3,384.8,282.8,605.4,704.5,308.1,508.7,351.2,542.7,756.1,590.9,474.8,699.4
482.3,325.3,368.1,240.5,247.2,520,661,578.8,320.4,456.7,532.4,314.7,518.3,503.9
296.4,463.8,550.2,289.3,345.4,398.9,246.6,488.5,435.2,398.4,514.8,493,610.2,537.3
333.5,254.9,365.7,565.6,253.5,694.2,619.3,256.4,567.5,727.9,342.8,743.9,592.1,517.4
273.2,626.1,331,565.2,531.4,532.7,365.5,310.1,441.8,596.3,382.6,600,776.8,358.2
638.5,537.2,631.7,331.8,396,705.2,508.8,282,357.1,719,419.4,763.5,645.5,379.8
507.9,276.3,489.5,480.3,667.3,589.8,681.4,293.9,730.5,627.5,434.3,726.9,436.8,490.7
486.7,531.2,507.8,371.5,262.5,532.9,476.6,241.7,661.4,288.8,461.2,362.2,317.2,380
451,546.5,499.6,552.6,660.4,489.9,562.4,378.3,578.1,626.4,554.4,427.1,425.9,316.7
264.7,416.6,594.5,601.8,503.8,650.9,692,389.2,435.3,318.7,591.6,555.7,764.3,765.1
615,637.6,529.6,323.6,572.6,645.3,389.4,325.6,650.1,623.5,583.4,699.8,785.2,491.6
488.3,346.2,417,591.5,282.5,292,267.5,455.3,717.5,358,639.4,350.8,719.2,736.8
631.7,479.5,416.7,316.5,565,598.7,585.4,678.3,310.9,674.1,534.9,442.5,569.5,731.8
445.8,518.9,524.8,501.5,487.6,540.1,646.4,666.6,282.7,466.2,606.5,551.7,720.7,593.8
298.8,292.4,435.4,618.5,660.5,269.7,310.7,250.4,288.7,406.3,306.7,637.4,446.5,449.1
536,435.7,567.2,480.8,338.8,674.4,340.3,555.4,725.5,739.7,426.1,571.3,795.1,593.8
466.2,617.7,592.6,533.4,535.2,385.1,254.5,642.6,337.9,635.2,595.5,754.5,391.2,734.2
288,657.5,636.3,386,682.1,601.9,237.3,696.6,297.6,477.7,442.4,369.1,652.8,366.7
422.5,446.5,656.8,376.3,511.5,578.5,368.8,237.4,701.1,591.8,681.9,393.6,595.8,747.8
308.8,573.3,274.3,261.1,460.6,730.9,539,378.8,330.1,447.9,465.6,558.4,481.6,613
496,563.2,616.5,382.4,541.7,463.7,548.3,526.5,304,631.9,773.6,553.2,760.9,630.4
468.7,276.6,473.3,365.6,498.1,720.3,302.1,558.1,380.1,531.1,770.4,702.1,315.7,806.6
338.5,627.6,376.2,332.6,629,405.3,373.1,532.2,623.6,367.8,574.7,665.3,327.8,356.7
493.7,259.5,567.6,328.6,449,397.7,606,397.9,419.9,304.4,475.1,443.3,645,389
309.9,570.9,241,473.8,444.3,603,426.9,465.6,406.1,274.2,735.8,524.8,337.2,737.3
547.1,564.2,501,259.7,646.9,631.5,345,410.8,509.7,645.4,673.5,398.1,363.9,671.1
253,378.4,480.4,293.2,543.9,560.7,614.4,396.2,343.5,361.9,343.7,422.8,376.9,430.1
479.8,393.7,375.8,629.4,544.7,585,327.5,271.6,551.7,281.9,497.5,762,456.6,634
521.8,550,650.1,378.6,268.6,278.4,617.9,338.7,450.9,613.5,629.1,485.6,733.8,649.6
231.8,518.1,456.6,583.7,681.3,721.1,456.4,627,338.4,679.6,345.1,530.8,307.6,607.4
405.4,393.4,466.2,258.7,443.3,616.3,643.9,569.5,531.4,709,791.3,706.1,535.1,729.1
250.6,530.3,313,270.8,642.2,658.1,454.3,700,635.4,745.2,677,774.1,311.5,347.3
234.8,457.9,584.1,318.3,269.4,548.2,446.5,376.9,514.8,586.6,624.4,763.7,580.3,714.5
454.9,334.1,530.9,267.2,416.7,369.3,392.9,314.5,370.2,652.5,746.5,556.2,555,795.5
269.4,349.9,253.1,566.1,457,376.7,488.1,232.1,472.4,630.5,430.8,357.4,398.5,618.6
547.7,495.5,368.8,499.1,233.6,624,655,279.1,391,398.2,754,560.3,425.3,499.8
413,246.4,384.5,322.2,331.4,460.2,620.2,710.2,585.5,762.8,774.1,643.6,512.6,412.3
303.7,241.5,386.6,597.7,275.7,640.7,276.9,597.7,429.9,710.9,448,571.9,707.4,705.3
407,343.1,589.7,466.5,500.4,236,341.8,630.9,733.2,652.5,538.5,578.8,521.2,543
514.6,404.3,344.8,548,380,654.8,582.2,620.9,557.9,610.7,404.5,479.3,702.8,716.4
359,594.2,231.8,522.7,658.5,469.6,526.6,242,722.4,559.3,767.9,467.6,355.9,735.4
349.1,429.6,417.9,411.8,286.2,594,307.4,638.9,690.4,626.6,377.8,511.5,506.8,594.3
277.9,662.5,528.7,553.1,577.4,689.1,551.8,493,703.3,465.3,661.8,458.1,554.7,361.7
242.4,265.2,534.6,401.7,672.7,665,304.8,576.4,582.6,616.3,631,386.3,607.1,552.2
281.2,572.5,343,345.8,645.3,358.1,488.5,499.4,663.9,511.5,681.4,767.3,682.7,391.1
350.8,239.9,586.5,349.6,619.4,427.2,669.5,334.9,333.5,665.8,456.1,462.4,350.3,760.6
657.7,478.8,581.9,561.3,249.8,433.8,333,466.6,379.2,271.8,334.5,730.4,564.4,479
306.4,280.6,263.2,284.9,344.2,356.4,506.2,624.9,406.7,600.6,326.2,411.6,354.8,322.7
354.9,449.2,541.9,262.1,405.4,653.6,607.5,632.8,545.4,288.3,561.2,601.1,653.9,536.7
346.4,580.8,263.6,613.4,259.4,613,319.3,334.4,285.7,311,554.7,341,784,580.9
273.6,670.2,611.7,535.6,387.4,337.2,372.7,417.8,508.7,414.7,467.7,458.1,738.5,338.3
280.8,537.6,416.3,495,662.9,338.2,453.4,457.6,564.6,398.7,456.7,308.6,681.1,561.9
447.1,319.3,642.8,438.4,502,312.9,270.2,514.4,564.3,635.6,593.4,443.3,448.9,645.1
393.1,513.1,418.2,651.3,419.5,514.5,361.3,685.5,399.1,729.7,686.3,464.5,358.1,548.3
549.4,602.3,537.1,549.6,592.4,581.2,423.9,660.6,450.4,404.8,421.1,428.5,638,337.1
441.3,551,615.1,411.7,315.4,543.8,592.1,549.9,630.5,394.9,530.6,599.9,638,484
530.4,453.8,401.3,314.6,657.1,726.3,591,676.4,673.9,390.7,338.6,645.7,560.4,348.8
461.9,543.4,559.2,460.3,373.4,575.7,236.9,345,631.2,736.8,626.5,518.2,436.7,328
506.6,438.6,334.5,321.2,610.9,421.4,505.5,679.9,419.2,304.4,310.8,579.1,343,548.4
527.6,448.1,493.6,448.9,614.4,283.7,692.8,374.5,734.8,348.6,350.1,463.2,540.4,791.8
627.3,385.2,653.5,524.4,608,434.4,629.4,262.7,726.3,353.5,730.1,591.7,738.8,706.3
462.2,507.9,236.1,434.7,607.7,619.8,640.4,414,424.7,366.1,674.6,399.2,806.4,465.1
661.9,578.9,313.2,619.3,328.9,694.5,514.3,692.1,633.1,283.1,749.7,374,785.5,606.9
496.1,627.2,541.3,497.1,516.9,247.9,385.2,309,599.9,666,544.9,400.7,362.2,361.9
301.3,263.4,511.7,679.2,556.9,577.6,394.2,269.3,283,446.1,752.3,665,732.1,309.6
480.4,605.9,241.9,482.3,684.6,245.5,658,302.3,326.8,499.5,403.3,375.9,337.2,765.7
547.2,549.1,564,399.9,622.3,628.8,346.9,367.8,604.4,640.1,406,345.9,768.9,744.1
481.7,302.3,628.5,668.4,649.1,517.6,385.4,502.8,389.3,562.4,432.6,301.5,642.2,552.7
447.9,257.5,410.3,395.9,360.5,485.8,264.9,300.4,582.3,457.4,309,355.6,403.8,636.7
654.9,658.2,443.7,294.8,290.4,401.1,377.5,505.6,571.5,699.4,329.9,300.9,591.1,684.9
628.6,525,262.2,414.2,497.5,298.1,340.6,627.3,442.3,570,468.5,337.2,735.9,327.6
641.7,349.6,569.9,537.9,655.9,683.7,485.1,269.6,598.1,363.5,621.9,548.6,461.5,623.3
638.5,266.6,573.6,506.1,591.6,676.9,536.7,491,482.6,573.1,574.8,585.2,453,805.3
571.7,523.7,406.9,460.7,532.3,520.7,431.1,303.1,736.9,661.6,560.9,390.6,411.6,707.8
665.1,427.9,375.9,533,653,349.2,465.3,282.7,283.1,565.9,631.9,630,486.3,682
438.3,599.5,658.6,321.8,248.7,367.5,626.3,352.4,674.6,618.4,427.7,701.5,418,704.6
325.1,365.3,248.6,664.3,401.3,603.7,488.9,371.6,582.2,437,444.4,392.1,344.1,477.7
520.8,513.4,324.6,335.8,508.9,401,321.7,544.8,766.2,320.9,457.9,368.5,729.5,748.4
562,541.3,521.4,273,599.4,481.4,532.5,238.1,520.6,407.3,550,524.9,597.2,436.1
331.5,305.1,576.3,576.9,564.1,609.7,361.3,406.8,528.7,306.5,429,682.7,629.7,676.1
467,378.1,451.7,589.7,469.4,697.3,521.7,245.2,729.9,618.4,301.9,438.8,760.1,723.8
295.4,317.1,244.1,349.8,650.6,609.3,665.6,262.6,496.4,740,666.4,458.6,752.3,555.8
382.6,344.4,605.7,662,673.6,620.9,502.2,523,740.1,299.5,717.9,497.9,741,536
368.2,271.6,294.9,669.5,429.3,731.4,537.8,563.1,533.3,585.8,532.6,586,385.6,580.5
487.2,531.1,297.8,474,265.8,648.2,455.3,277.5,312.8,552,558.6,407.9,659,425.7
595.5,509,457.5,234,428.4,315.5,663.1,391.7,373.7,291.2,617.7,592.7,546.7,505.1
455.4,658.7,404.7,366.7,253.4,671.3,375,478.7,320.4,513.2,417,584.5,725.4,729.2
458.1,271.3,634.1,427.6,281.9,724.1,327.7,487.5,493.8,360.9,367.7,574.7,518.8,738.4
599.3,616.9,481.5,368.9,436.6,289.6,473,563.7,504,449.1,415.1,771.4,339.8,564.4
473.9,353.5,606.8,582,463.2,570.6,287.5,711,750.1,752.1,673.4,680.5,473.4,374
336.4,495,337.9,398.5,365,577.7,568,579.2,658.9,592.2,524.7,333.8,381.2,732.7
239,422.3,363.7,522.1,534.1,618.7,262.6,601,417.5,462.8,719.8,610.7,542.1,428.4
299.6,498.8,501.7,348.5,518,356,597.7,685.1,721.7,722.6,328.7,757.3,731.1,386.9
473.6,281,615.1,311.1,428.8,455.9,484.4,576.7,575.8,520.7,502.5,477,563.2,708.9
531.6,293.6,390.6,531.6,438.8,421.7,585.8,312.1,395.4,676,589.4,654.9,579.4,551.3
638.9,293.6,307.8,678.7,574.9,415.8,401.6,640.2,572.7,536.6,390.1,762.6,684.4,480.6
238.9,268.4,574.6,544.4,262.1,528,481.8,619.6,432.2,350.6,489.6,321.2,523.3,340
279.2,585.3,397.4,273.9,349,591.5,542.4,282.4,619.7,671.8,631,468.7,385.2,414.5
445.6,478.2,449.3,593.3,355.5,562.9,582.9,313.3,429.9,594.6,478.3,432.8,709.8,301.8
479.2,481.2,538.7,607.9,253.4,382.3,273.1,660.8,289.5,274.6,735.5,655.4,399.5,644.5
283.7,421,561.1,524.2,491.6,569.2,587.4,416.2,476.7,310.2,574.5,451.7,492.3,501.4
375.3,283.4,280.7,537.2,530.1,574.1,344.9,519.4,279.4,466.1,509,486.3,489.3,460.8
297.3,383.6,553.5,602.7,511.8,673.9,479.3,369.8,625.2,436.3,594.3,698,541.5,319.8
377.1,430,336,560.6,637.3,435.8,593.5,599.9,751.2,680.5,529.1,304.2,754.2,320.7
273,339.5,554.3,575.8,271,585.2,281.2,613.9,568.4,311.9,354,594.2,694.4,703.8
543.6,289.2,290.3,276.8,487.8,664.2,611.6,303.6,334.9,572.9,741.4,689.6,562.4,721.8
305,285.8,454.7,391.1,599.6,374.6,529.8,387.8,620,348.1,652.4,671.8,407.2,664.7
651.6,466.3,490.3,648.1,472.2,270.9,542.1,665.5,442.6,454.4,608.2,567.7,737.9,802.4
570.6,606.2,292.6,629.1,284.2,330,412.7,360.8,300,524.2,666.1,404.6,345.7,569.6
564.9,355.6,256.7,562.5,484.5,285.8,597.7,475.1,338.6,618,693.3,542.8,402.9,581.8
341,401.3,520.6,472.9,631.2,477,475.7,285.6,591,397,770.6,372,662.5,397.5
394.1,471.3,238.4,316.7,551.3,519.5,333.3,303.8,302.9,499.1,543.5,543.1,378.1,600.7
321.2,546.4,282.9,626.5,448.5,519.2,314,478.3,758.1,550,780.3,605.5,395.4,651.2
634.6,404.8,401,503.7,580.8,310.6,236.4,239.3,700.3,338,391.8,524.2,670.3,431.7
350.2,232.7,657.5,595.4,319.5,393.2,562.9,714.2,609,276.1,392,570.7,627.1,506.7
335.7,381.8,632.3,615.3,501.2,492.8,651.9,337.9,735.3,357.6,414.1,342.1,798.3,776
454.9,480.2,416.2,308,603.8,644.4,421.3,617.4,370.3,323.8,337.6,356.5,424,572.4
324.6,267.7,239.3,572.3,377.6,536.2,249.9,528.8,273.7,378.8,359.8,602.8,500.4,474.1
248.9,492.5,265.8,534.5,639.4,625.7,344.9,685.4,390.3,306.9,702.2,478.8,762,477.1
537.3,392.4,417.3,591.3,356.4,287.2,510.9,309.5,466.8,499.4,783.5,334.7,505.5,663
360.8,318.2,374.1,334.6,509.3,698.4,431.7,504.7,741.3,331,715.7,726.9,763.1,497.6
301.6,525,370.1,404.6,261.4,531.2,379,457.9,593.8,619.3,304.6,479.3,517.3,696.7
297.2,292.7,530.5,359.9,581.3,471.4,293.4,256,306.9,347,447.6,723.6,339.9,535.9
645.1,249.6,385.9,236.4,409.6,441.6,599.9,351.4,502,343.8,486.1,542,672.9,385.2
422.2,415.7,298.6,585.1,314.7,249.4,390.5,660,535.6,713.9,429.7,642.7,347.8,795.3
508.2,632,474.1,350.4,607.8,307.7,680.7,275.5,659.8,405.7,423.8,522,468,335.9
301.8,591.7,566.6,409.2,254.5,604.5,515.8,689.8,522.3,685.1,543.6,427.4,450.4,435
357.6,498,496.2,440.9,532.7,463.1,667.4,645,599.8,754.1,305,578.8,712.3,809.9
254,554.9,393.7,491.6,392.5,348.3,469.2,550.5,367.6,618.1,642.9,737.5,318.1,541.2
632.2,588.6,350.3,490,233.6,345.2,375.4,454.7,529.4,633.3,487.4,677.6,605.7,626.1
571.9,335,602,659,354.2,428.3,476,276.7,665.2,275.7,512.8,334.5,749.2,750.7
314.2,578.1,278.6,308.5,374.6,472.1,633.1,382.9,462.5,569.7,305,637.4,448.3,750.5
401.5,670.6,468.5,629.2,558.6,420.7,432.2,641,343.3,397.7,524.1,450.5,437.1,701.6
439.3,295,550.8,509.5,390.4,455.4,230.8,447,506.8,545.3,772.6,555,387.1,795.4
669.2,415.7,444.1,557.4,488.1,461.2,475.8,625.7,462.6,693.1,749.2,742.7,650.3,475.1
632.5,584.4,236.4,535.6,248.3,617.2,278,485.3,728.2,327.6,698.9,416.6,679.2,800.4
543.5,439.2,290.6,467.8,409.8,452.8,429.6,530.5,714.2,341.5,758.6,594.9,664.4,419.3
666.1,587.9,391.9,449.5,322.4,645.4,298.2,568.1,685.5,544.6,568.6,322.9,803.8,668.8
598.1,352.2,259.8,500.5,455.4,652.1,492.1,458.1,710.3,716.7,306.9,504.3,498.4,706
583.1,511.2,359.4,324,384.7,688.9,415.5,570.8,696.4,668.3,651.2,330,795.8,675.1
559.2,624.6,247.8,551.1,637.7,339.1,350.1,703.8,710.7,416.9,585.2,574.6,658.8,686.7
262.9,582,301.3,423.5,649.1,262.6,341.6,289.8,670,353.6,460.7,363.3,751.6,360.3
469.9,689.5,439.1,354.5,322.8,707,446.9,698.6,708.8,467.1,785.8,665,784.7,745
513.7,262.8,487.4,594.7,525.8,696.7,240,697.6,383.9,478.9,401.7,484.2,660.5,550.1
